DOI,publisher,journal,title,published_date,search_engine,search_keyword,searched_date,crawl_type,crawled_type,crawl_time [sec],crawled_date,HTML_download,PDF_download,PDF_download_url,PDF_download_type,PDF_to_XML,Num_of_paragraphs,Num_of_captions,Num_of_figures,% of HTML_download,% of PDF_download,% of figure extraction,Index
10.1016/j.mejo.2017.03.014,None,['Microelectronics Journal'],['An RRAM-based MLC design approach'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,60.0,16.0,16.0,1.0,1.0,1.0,109.0
10.1557/opl.2011.987,None,['MRS Proceedings'],['Retentivity of RRAM Devices Based on Metal / YBCO Interfaces'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,9.0,1.0,1.0,1.0,1.0,1.0,110.0
10.1038/srep00744,Nature,['Scientific Reports'],['Dynamic-Load-Enabled Ultra-low Power Multiple-State RRAM Devices'],,crossref,,,html,html,,,O,X,,,X,26.0,6.0,6.0,1.0,0.0,1.0,111.0
10.1109/access.2021.3132202,IEEE,['IEEE Access'],['Time to Digital Sensing for Multilevel RRAM Cells'],,crossref,,,html,pdf,,,O,X,,,X,64.0,12.0,5.0,1.0,0.0,0.4166666670000001,112.0
10.1016/j.mejo.2017.12.013,None,['Microelectronics Journal'],['A high-precision time-domain RRAM state control approach'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,51.0,26.0,26.0,1.0,1.0,1.0,113.0
10.1038/s41598-017-08939-2,Nature,['Scientific Reports'],['Graphene/h-BN Heterostructures for Vertical Architecture of RRAM Design'],,crossref,,,html,html,,,O,X,,,X,21.0,6.0,6.0,1.0,0.0,1.0,114.0
10.3390/nano12132185,None,['Nanomaterials'],['Resistive Switching and Synaptic Characteristics in ZnO/TaON-Based RRAM for Neuromorphic System'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,115.0
10.2174/2210681208666180621095241,None,['Nanoscience    amp; Nanotechnology-Asia'],['Science and Technological Understanding of Nano-ionic Resistive Memories (RRAM)'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,116.0
10.1016/j.mejo.2020.104965,None,['Microelectronics Journal'],['Multibit-RRAM readout circuits based on non-balanced inverters'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,65.0,5.0,5.0,1.0,1.0,1.0,117.0
10.17485/ijst/2016/v9i33/99508,None,['Indian Journal of Science and Technology'],['TG based 2T2M RRAM using Memristor as Memory Element'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,118.0
10.3389/fnins.2021.690418,None,['Frontiers in Neuroscience'],['Neural Network Training Acceleration With RRAM-Based Hybrid Synapses'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,119.0
10.1557/proc-1071-f05-20,None,['MRS Proceedings'],['The Interfacial States between Metal/Oxide and the RRAM - Part II'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,12.0,0.0,0.0,1.0,1.0,0.0,120.0
10.3389/fnins.2016.00057,None,['Frontiers in Neuroscience'],['Emulating the Electrical Activity of the Neuron Using a Silicon Oxide RRAM Cell'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,32.0,6.0,6.0,1.0,1.0,1.0,121.0
10.18479/ijeedc/2015/v3i8/48345,None,['International Journal of Electrical Electronics and Data Communication'],['Neuromorphic System With Novel Electronic Synapses Based On Rram Devices'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,122.0
10.2139/ssrn.3855723,None,['SSRN Electronic Journal'],['Modulation of the Conductive Filament Growth During the Electroforming Process in Metal Oxide-Based RRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,123.0
10.1038/s41598-022-09556-4,Nature,['Scientific Reports'],['Data-driven RRAM device models using Kriging interpolation'],,crossref,,,html,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,124.0
10.22184/1993-8578.2020.13.5s.812.815,None,['Nanoindustry Russia'],['?鬼鬼????????? 龜????槻?鬼??奎 葵圭圭??龜?? ? HFO2 RRAM-鬼龜?叫?龜叫??奎 ? ???揆?鬼鬼? RESET'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,125.0
10.1109/access.2019.2954753,IEEE,['IEEE Access'],['RRAM Device Models: A Comparative Analysis With Experimental Validation'],,crossref,,,html,html,,,O,X,,,X,141.0,24.0,18.0,1.0,0.0,0.75,126.0
10.1109/access.2021.3136193,IEEE,['IEEE Access'],['Computational Failure Analysis of In-Memory RRAM Architecture for Pattern Classification CNN Circuits'],,crossref,,,html,html,,,O,X,,,X,87.0,13.0,12.0,1.0,0.0,0.923076923,127.0
10.1016/j.mejo.2019.02.009,None,['Microelectronics Journal'],['Design of CNFET based power- and variability-aware nonvolatile RRAM cell'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,47.0,2.0,2.0,1.0,1.0,1.0,128.0
10.3390/nano10030457,None,['Nanomaterials'],['Self-Compliance and High Performance Pt/HfOx/Ti RRAM Achieved through Annealing'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,9.0,2.0,2.0,1.0,1.0,1.0,129.0
10.2200/s00681ed1v01y201510eet006,None,['Synthesis Lectures on Emerging Engineering Technologies'],['Resistive Random Access Memory (RRAM)'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,41.0,39.0,39.0,1.0,1.0,1.0,130.0
10.3389/fnins.2019.00593,None,['Frontiers in Neuroscience'],['Simulation of Inference Accuracy Using Realistic RRAM Devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,54.0,10.0,10.0,1.0,1.0,1.0,131.0
10.1038/srep45233,Nature,['Scientific Reports'],['RRAM-based parallel computing architecture using k-nearest neighbor classification for pattern recognition'],,crossref,,,html,html,,,O,X,,,X,37.0,5.0,5.0,1.0,0.0,1.0,132.0
10.3389/fsens.2022.896299,None,['Frontiers in Sensors'],['Fault-Aware Adversary Attack Analyses and Enhancement for RRAM-Based Neuromorphic Accelerator'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,133.0
10.1109/access.2020.3004184,IEEE,['IEEE Access'],['RRAM Crossbar-Based In-Memory Computation of Anisotropic Filters for Image Preprocessingloa'],,crossref,,,html,html,,,O,X,,,X,97.0,14.0,9.0,1.0,0.0,0.642857143,134.0
10.1016/j.rinp.2022.105731,None,['Results in Physics'],['Improving endurance and reliability by optimizing the alternating voltage in Pt/ZnO/TiN RRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,135.0
10.11113/jt.v68.2920,None,['Jurnal Teknologi'],['Performance Analysis of Memristor Models for RRAM Cell Array Design using SILVACO EDA'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,22.0,6.0,6.0,1.0,1.0,1.0,136.0
10.1149/ma2016-02/16/1472,None,['ECS Meeting Abstracts'],['Doping Trends in HfO<sub>x</sub> Rram'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,137.0
10.1557/proc-0997-i05-03,None,['MRS Proceedings'],['Resistance Non-volatile Memory ??RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,19.0,5.0,5.0,1.0,1.0,1.0,138.0
10.1007/s42979-022-01059-3,None,['SN Computer Science'],['Periodic Analysis of Resistive Random Access Memory (RRAM)-Based Swish Activation Function'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,139.0
10.1149/ma2013-02/27/2009,None,['ECS Meeting Abstracts'],['<sup>Optimizing HfO<sub>2</sub>-Based Rram Through Modeling of the Operation Processes</sup>'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,4.0,0.0,0.0,1.0,1.0,0.0,140.0
10.1109/access.2020.2967080,IEEE,['IEEE Access'],['The Synthesis Method of Logic Circuits Based on the NMOS-Like RRAM Gates'],,crossref,,,html,html,,,O,X,,,X,109.0,17.0,11.0,1.0,0.0,0.647058824,141.0
10.1149/ma2018-02/18/736,None,['ECS Meeting Abstracts'],['(Invited)0Novel Solid State Oxide Components and Operation for Rram'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,142.0
10.1039/c1nr10557d,RSC,['Nanoscale'],['Device and SPICE modeling of RRAM devices'],,crossref,,,html,html,,,O,X,,,X,33.0,17.0,9.0,1.0,0.0,0.529411765,143.0
10.1149/07532.0029ecst,None,['ECS Transactions'],['Doping Trends in HfO<sub>x</sub>RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,33.0,3.0,3.0,1.0,1.0,1.0,144.0
10.1360/tb-2021-0511,Springer,['Chinese Science Bulletin'],['A non-Markov chain in a single RRAM device made of two-dimensional mineral materials'],,crossref,,,html,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,145.0
10.3389/fnins.2018.00167,None,['Frontiers in Neuroscience'],['Weighted Synapses Without Carry Operations for RRAM-Based Neuromorphic Systems'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,45.0,6.0,6.0,1.0,1.0,1.0,146.0
10.3389/fnins.2018.00057,None,['Frontiers in Neuroscience'],['Spike-Timing Dependent Plasticity in Unipolar Silicon Oxide RRAM Devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,19.0,3.0,3.0,1.0,1.0,1.0,147.0
10.1007/s11432-019-2684-9,Springer,['Science China Information Sciences'],['A synthesis method for logic circuits in RRAM arrays'],,crossref,,,html,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,148.0
10.1149/1.3694301,None,['ECS Transactions'],['Simulation of Electrochemical Metallization RRAM by Kinetic Monte Carlo Method'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,9.0,0.0,0.0,1.0,1.0,0.0,149.0
10.2139/ssrn.4098274,None,['SSRN Electronic Journal'],['Electronic Synaptic Plasticity and Analog Switching Characteristics in Pt/Tiox/Alox/Altaon/Tan Multilayer Rram for Artificial Synapses'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,150.0
10.1557/opl.2012.1102,None,['MRS Proceedings'],['Improvement of RRAM Device Performance Through On-Chip Resistors'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,12.0,3.0,3.0,1.0,1.0,1.0,151.0
10.1016/j.matpr.2021.03.274,None,['Materials Today: Proceedings'],['A simplified method to determine carrier transport mechanisms of metal-oxide resistive random access memory (RRAM) devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,19.0,3.0,3.0,1.0,1.0,1.0,152.0
10.1149/ma2015-02/16/762,None,['ECS Meeting Abstracts'],['(Invited) Current Filamentation in Rram As Measured By High Speed Electrical Thermometry'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,153.0
10.1557/opl.2014.175,None,['MRS Proceedings'],['Characterization and Modeling of the Conduction and Switching Mechanisms of HfO<sub>x</sub> Based RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,16.0,9.0,9.0,1.0,1.0,1.0,154.0
10.1007/s11432-012-4572-0,Springer,['Science China Information Sciences'],['Memristor-based RRAM with applications'],,crossref,,,html,pdf,,,O,O,,Scihub,O,59.0,9.0,9.0,1.0,1.0,1.0,155.0
10.1039/c5nr04982b,RSC,['Nanoscale'],['Conductance tomography of conductive filaments in intrinsic silicon-rich silica RRAM'],,crossref,,,html,html,,,O,X,,,X,31.0,6.0,6.0,1.0,0.0,1.0,156.0
10.1088/0256-307x/31/10/108504,None,['Chinese Physics Letters'],['Non-Volatile Threshold Adaptive Transistors with Embedded RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,28.0,2.0,2.0,1.0,1.0,1.0,157.0
10.1557/opl.2011.983,None,['MRS Proceedings'],['Understanding the Role of Process Parameters on the Characteristics of Transition Metal Oxide RRAM/Memristor Devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,6.0,2.0,2.0,1.0,1.0,1.0,158.0
10.1038/s41598-021-99000-w,Nature,['Scientific Reports'],['RRAM-based CAM combined with time-domain circuits for hyperdimensional computing'],,crossref,,,html,html,,,O,X,,,X,48.0,10.0,10.0,1.0,0.0,1.0,159.0
10.3390/ma14123330,None,['Materials'],['Improvement of Resistive Switching Performance in Sulfur-Doped HfOx-Based RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,9.0,7.0,7.0,1.0,1.0,1.0,160.0
10.1063/1.5009069,AIP,['Applied Physics Letters'],['Light-activated resistance switching in SiO<sub>x</sub> RRAM devices'],,crossref,,,html,pdf,,,O,O,,Scihub,O,10.0,1.0,1.0,1.0,1.0,1.0,161.0
10.1016/j.rinp.2018.12.092,None,['Results in Physics'],['Addressing the sneak-path problem in crossbar RRAM devices using memristor-based one Schottky diode-one resistor array'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,34.0,5.0,5.0,1.0,1.0,1.0,162.0
10.1557/opl.2014.596,None,['MRS Proceedings'],['Dielectric Morphology and RRAM Resistive Switching Characteristics'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,23.0,8.0,8.0,1.0,1.0,1.0,163.0
10.1149/1.3567661,None,['ECS Transactions'],['Effect of pH on CMP of VOx Thin Films for RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,17.0,2.0,2.0,1.0,1.0,1.0,164.0
10.1016/j.matpr.2020.06.209,None,['Materials Today: Proceedings'],['Resistive switching characteristics of HfO2 based bipolar nonvolatile RRAM cell'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,7.0,2.0,2.0,1.0,1.0,1.0,165.0
10.1149/05201.0045ecst,None,['ECS Transactions'],['A Novel Programming Method for Multilevel RRAM Based on Pulse Width Modulation'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,9.0,4.0,4.0,1.0,1.0,1.0,166.0
10.1016/j.mee.2015.04.038,None,['Microelectronic Engineering'],['Temperature and polarity dependence of the switching behavior of Ni/HfO2-based RRAM devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,13.0,6.0,6.0,1.0,1.0,1.0,167.0
10.1145/3177917,None,['ACM Transactions on Storage'],['Bidirectional Database Storage and SQL Query Exploiting RRAM-Based Process-in-Memory Structure'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,85.0,3.0,3.0,1.0,1.0,1.0,168.0
10.1063/1.5009717,AIP,['AIP Advances'],['Excellent selector performance in engineered Ag/ZrO<sub>2</sub>:Ag/Pt structure for high-density bipolar RRAM applications'],,crossref,,,html,pdf,,,O,O,,Scihub,O,5.0,3.0,3.0,1.0,1.0,1.0,169.0
10.1109/access.2019.2944417,IEEE,['IEEE Access'],['Cases Study of Inputs Split Based Calibration Method for RRAM Crossbar'],,crossref,,,html,html,,,O,X,,,X,85.0,13.0,9.0,1.0,0.0,0.692307692,170.0
10.1088/1361-6641/abf29d,None,['Semiconductor Science and Technology'],['Empirical metal-oxide RRAM device endurance and retention model for deep learning simulations'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,171.0
10.1109/access.2022.3157333,IEEE,['IEEE Access'],['A Fast Weight Transfer Method for Real-Time Online Learning in RRAM-Based Neuromorphic System'],,crossref,,,html,html,,,O,X,,,X,40.0,12.0,10.0,1.0,0.0,0.833333333,172.0
10.1007/s00339-011-6287-2,Springer,['Applied Physics A'],"['Materials, technologies, and circuit concepts for0nanocrossbar-based bipolar RRAM']",,crossref,,,html,pdf,,,O,O,,Scihub,O,45.0,9.0,9.0,1.0,1.0,1.0,173.0
10.1063/1.5116863,AIP,['APL Materials'],['Hardware implementation of RRAM based binarized neural networks'],,crossref,,,html,pdf,,,O,O,,Scihub,O,17.0,4.0,4.0,1.0,1.0,1.0,174.0
10.3390/ma10121415,None,['Materials'],['Bipolar Switching Properties of Neodymium Oxide RRAM Devices Using by a Low Temperature Improvement Method'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,21.0,8.0,8.0,1.0,1.0,1.0,175.0
10.1109/tnano.2012.2208759,IEEE,['IEEE Transactions on Nanotechnology'],['The 3-D Stacking Bipolar RRAM for High Density'],,crossref,,,html,html,,,O,X,,,X,106.0,17.0,12.0,1.0,0.0,0.705882353,176.0
10.1149/1.3694453,None,['ECS Transactions'],['A CMOS Compatible WOx RRAM with Optimized Switching Operations'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,8.0,5.0,5.0,1.0,1.0,1.0,177.0
10.1016/j.micpro.2021.104376,None,['Microprocessors and Microsystems'],['Sensitivity of HfO2-based RRAM Cells to Laser Irradiation'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,178.0
10.1039/d1nr05887h,RSC,['Nanoscale'],['Low-temperature characteristics of magnesium fluoride based bipolar RRAM devices'],,crossref,,,html,html,,,O,X,,,X,48.0,9.0,9.0,1.0,0.0,1.0,179.0
10.1149/07532.0085ecst,None,['ECS Transactions'],['(Invited) Analog HfO<sub>2</sub>-RRAM Switches for Neural Networks'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,15.0,5.0,5.0,1.0,1.0,1.0,180.0
10.1109/ted.2012.2199497,IEEE,['IEEE Transactions on Electron Devices'],['Evidence for Voltage-Driven Set/Reset Processes in Bipolar Switching RRAM'],,crossref,,,html,html,,,O,X,,,X,45.0,10.0,9.0,1.0,0.0,0.9,181.0
10.1166/sam.2016.2700,None,['Science of Advanced Materials'],['Bipolar Resistive Switching Characteristics of TaO   lt;SUB   gt;2   lt;/SUB   gt; RRAM'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,182.0
10.1016/j.microrel.2013.07.043,None,['Microelectronics Reliability'],['Impact of the forming conditions and electrode metals on read disturb in HfO2-based RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,11.0,8.0,8.0,1.0,1.0,1.0,183.0
10.1088/1674-4926/37/11/115004,None,['Journal of Semiconductors'],"['A long lifetime, low error rate RRAM design with self-repair module']",,crossref,,,pdf,pdf,,,O,O,,Scihub,O,10.0,5.0,5.0,1.0,1.0,1.0,184.0
10.1016/j.apsusc.2022.153906,None,['Applied Surface Science'],['Electronic synaptic plasticity and analog switching characteristics in Pt/TiOx/AlOx/AlTaON/TaN multilayer RRAM for artificial synapses'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,185.0
10.1016/j.mee.2014.09.008,None,['Microelectronic Engineering'],['Oxide based two diodes?뱋ne resistor structure for bipolar RRAM crossbar array'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,10.0,1.0,1.0,1.0,1.0,1.0,186.0
10.1109/tvlsi.2013.2256378,IEEE,['IEEE Transactions on Very Large Scale Integration (VLSI) Systems'],['Temperature Sensing RRAM Architecture for 3-D ICs'],,crossref,,,html,html,,,O,X,,,X,77.0,15.0,13.0,1.0,0.0,0.8666666670000001,187.0
10.1016/j.aeue.2005.09.005,None,['AEU - International Journal of Electronics and Communications'],['Capacitive-resistive nondriven plateline cell architecture for RRAM technology'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,13.0,0.0,0.0,1.0,1.0,0.0,188.0
10.1142/s0129156416400061,None,['International Journal of High Speed Electronics and Systems'],['Advances in RRAM Technology: Identifying and Mitigating Roadblocks'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,22.0,16.0,16.0,1.0,1.0,1.0,189.0
10.1109/led.2010.2095820,IEEE,['IEEE Electron Device Letters'],['Ultralow Switching Energy Ni/hboxGeO_x/HfON/TaN RRAM'],,crossref,,,html,html,,,O,X,,,X,22.0,5.0,4.0,1.0,0.0,0.8,190.0
10.1016/j.matpr.2022.06.201,None,['Materials Today: Proceedings'],['RRAM and WORM memory devices using Protamine Sulfate and Graphene Oxide'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,191.0
10.1002/smsc.202100086,Wiley,['Small Science'],"['Recent Progress of Organic?밒norganic Hybrid Perovskites in RRAM, Artificial Synapse, and Logic Operation']",,crossref,,,html,pdf,,,O,X,,,X,38.0,11.0,0.0,1.0,0.0,0.0,192.0
10.1149/ma2012-02/31/2574,None,['ECS Meeting Abstracts'],['Ultra-Low Switching Power RRAM Using Hopping Conduction Mechanism'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,193.0
10.1109/led.2018.2886552,IEEE,['IEEE Electron Device Letters'],['An Offset Readout Current Sensing Scheme for One-Resistor RRAM-Based Cross-Point Array'],,crossref,,,html,html,,,O,X,,,X,37.0,8.0,7.0,1.0,0.0,0.875,194.0
10.1016/j.apsusc.2014.09.027,None,['Applied Surface Science'],['Impacts of Au-doping on the performance of Cu/HfO2/Pt RRAM devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,8.0,5.0,5.0,1.0,1.0,1.0,195.0
10.1109/tvlsi.2010.2063444,IEEE,['IEEE Transactions on Very Large Scale Integration (VLSI) Systems'],['FPGA Based on Integration of CMOS and RRAM'],,crossref,,,html,html,,,O,X,,,X,82.0,15.0,8.0,1.0,0.0,0.533333333,196.0
10.1016/j.mattod.2019.06.006,None,['Materials Today'],['Mott-transition-based RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,24.0,11.0,11.0,1.0,1.0,1.0,197.0
10.1149/ma2018-02/18/734,None,['ECS Meeting Abstracts'],['Synaptic Weight Modulation By Controlling Metal Oxide Rram Switching'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,198.0
10.1088/1361-6463/abc5e7,None,['Journal of Physics D: Applied Physics'],['Oxide-based filamentary RRAM for deep learning'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,199.0
10.1149/08508.0201ecst,None,['ECS Transactions'],['Memory Maps: Reading RRAM Devices without Power Consumption'],,crossref,,,pdf,pdf,,,O,O,,Scihub,X,8.0,0.0,0.0,1.0,1.0,0.0,200.0
10.1109/led.2011.2167313,IEEE,['IEEE Electron Device Letters'],['Memristor Logic Operation Gate With Share Contact RRAM Cell'],,crossref,,,html,html,,,O,X,,,X,23.0,5.0,5.0,1.0,0.0,1.0,201.0
10.3390/electronics10151831,None,['Electronics'],['RRAM Random Number Generator Based on Train of Pulses'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,7.0,8.0,8.0,1.0,1.0,1.0,202.0
10.1021/acsami.8b00443,None,['ACS Applied Materials    amp; Interfaces'],['Unveiling the Fundamental Role of Temperature in RRAM Switching Mechanism by Multiscale Simulations'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,21.0,6.0,6.0,1.0,1.0,1.0,203.0
10.1007/s10825-017-1095-3,Springer,['Journal of Computational Electronics'],['Multiscale modeling of oxide RRAM devices for memory applications: from material properties to device performance'],,crossref,,,html,html,,,O,X,,,X,37.0,6.0,6.0,1.0,0.0,1.0,204.0
10.1016/j.sse.2014.06.001,None,['Solid-State Electronics'],['A study on HfO2 RRAM in HRS based on I?밮 and RTN analysis'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,21.0,6.0,6.0,1.0,1.0,1.0,205.0
10.1109/jeds.2020.2979293,IEEE,['IEEE Journal of the Electron Devices Society'],['Current Pulses to Control the Conductance in RRAM Devices'],,crossref,,,html,html,,,O,X,,,X,34.0,7.0,7.0,1.0,0.0,1.0,206.0
10.1021/nl500749q,ACS,['Nano Letters'],['Revealing Controllable Nanowire Transformation through Cationic Exchange for RRAM Application'],,crossref,,,html,pdf,,,O,O,,Scihub,O,10.0,4.0,4.0,1.0,1.0,1.0,207.0
10.1109/led.2017.2693368,IEEE,['IEEE Electron Device Letters'],['Hydrogen-Induced Oxygen Vacancy Bistability and Its Impact on RRAM Device Operation'],,crossref,,,html,html,,,O,X,,,X,27.0,4.0,4.0,1.0,0.0,1.0,208.0
10.1088/1674-4926/35/4/042002,None,['Journal of Semiconductors'],['Metal dopants in HfO<sub>2</sub>-based RRAM: first principle study'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,51.0,12.0,12.0,1.0,1.0,1.0,209.0
10.1088/1361-6641/ac117b,None,['Semiconductor Science and Technology'],['A radiation-hardened hybrid RRAM-based non-volatile latch'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,210.0
10.3390/electronics8090947,None,['Electronics'],['Effect of Annealing Environment on the Performance of Sol?밎el-Processed ZrO2 RRAM'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,15.0,6.0,6.0,1.0,1.0,1.0,211.0
10.1109/led.2013.2261451,IEEE,['IEEE Electron Device Letters'],['Set Variability and Failure Induced by Complementary Switching in Bipolar RRAM'],,crossref,,,html,html,,,O,X,,,X,24.0,4.0,4.0,1.0,0.0,1.0,212.0
10.1016/j.mee.2015.04.046,None,['Microelectronic Engineering'],['Dedicated random telegraph noise characterization of Ni/HfO2-based RRAM devices'],,crossref,,,pdf,pdf,,,O,O,,Scihub,O,11.0,7.0,7.0,1.0,1.0,1.0,213.0
10.1109/jeds.2019.2934471,IEEE,['IEEE Journal of the Electron Devices Society'],['Design of the RRAM-Based Polymorphic Look-Up Table Scheme'],,crossref,,,html,html,,,O,X,,,X,42.0,9.0,5.0,1.0,0.0,0.5555555560000001,214.0
10.1016/j.ceramint.2021.11.335,None,['Ceramics International'],['Impact of oxygen partial pressure on resistive switching characteristics of PLD deposited ZnFe2O4 thin films for RRAM devices'],,crossref,,,pdf,pdf,,,O,X,,,X,0.0,0.0,0.0,1.0,0.0,0.0,215.0
10.1109/tvlsi.2018.2791528,IEEE,['IEEE Transactions on Very Large Scale Integration (VLSI) Systems'],['Current Optimized Coset Coding for Efficient RRAM Programming'],,crossref,,,html,html,,,O,X,,,X,42.0,9.0,8.0,1.0,0.0,0.8888888890000001,216.0
